Bucket 8 (8):
1,6,4,9,2,1,1,2,3,3,0 [Linha: 4111]
1,2,2,8,4,3,1,10,3,6,0 [Linha: 4112]
4,6,4,13,4,10,2,2,1,8,0 [Linha: 4113]
4,5,2,1,2,10,3,6,1,7,0 [Linha: 4114]
3,12,3,9,3,7,1,5,4,1,0 [Linha: 4115]
3,7,2,5,3,2,1,12,4,13,0 [Linha: 4118]
1,7,3,5,3,13,3,4,4,12,0 [Linha: 4119]
3,2,2,9,4,1,2,7,2,8,0 [Linha: 4120]
3,6,2,13,1,5,3,3,4,7,0 [Linha: 4121]
2,4,1,13,1,12,2,7,2,6,0 [Linha: 4123]
3,6,2,8,1,7,1,12,1,11,0 [Linha: 4125]
2,8,3,10,3,2,4,7,3,4,0 [Linha: 4127]
1,10,2,13,1,2,4,1,1,4,0 [Linha: 4133]
2,12,4,7,2,1,2,8,1,9,0 [Linha: 4135]
2,13,3,11,4,1,4,12,4,4,0 [Linha: 4137]
4,8,3,3,4,4,2,10,3,13,0 [Linha: 4139]
4,10,3,13,1,12,1,2,2,6,0 [Linha: 4140]
2,3,4,6,1,4,2,2,1,12,0 [Linha: 4141]
4,10,3,4,1,12,1,6,4,2,0 [Linha: 4143]
1,4,3,7,4,11,4,6,2,5,0 [Linha: 4144]
4,3,2,8,4,10,3,13,2,11,0 [Linha: 4152]
2,10,1,6,4,13,1,11,1,8,0 [Linha: 4154]
2,13,4,3,1,8,1,2,4,1,0 [Linha: 4156]
3,7,4,6,2,12,1,13,4,5,0 [Linha: 4157]
2,4,4,11,3,10,4,6,4,9,0 [Linha: 4165]
3,9,3,8,2,5,1,4,2,11,0 [Linha: 4167]
1,11,2,5,4,6,4,10,4,1,0 [Linha: 4168]
3,10,3,1,3,8,1,12,2,7,0 [Linha: 4170]
3,6,3,4,4,7,3,1,4,13,0 [Linha: 4172]
1,1,4,12,3,9,2,6,3,8,0 [Linha: 4173]
2,3,1,8,3,1,2,13,3,4,0 [Linha: 4175]
1,7,2,11,2,13,1,12,4,6,0 [Linha: 4177]
2,2,3,9,2,5,1,11,2,4,0 [Linha: 4179]
1,13,2,1,3,2,4,6,4,9,0 [Linha: 4180]
3,9,4,4,4,10,1,6,3,5,0 [Linha: 4184]
1,5,4,10,2,9,4,12,3,8,0 [Linha: 4187]
1,8,1,12,3,7,1,10,1,3,0 [Linha: 4188]
4,8,4,9,4,11,4,6,3,1,0 [Linha: 4190]
4,10,1,13,4,3,4,8,3,9,0 [Linha: 4192]
2,3,3,10,2,1,4,12,3,8,0 [Linha: 4193]
2,7,1,8,1,6,3,13,4,3,0 [Linha: 4196]
4,10,4,9,1,5,4,1,3,13,0 [Linha: 4198]
1,11,2,2,2,5,4,13,3,12,0 [Linha: 4199]
1,7,4,9,1,6,2,11,1,2,0 [Linha: 4200]
4,10,2,9,2,6,1,4,3,8,0 [Linha: 4202]
4,7,2,9,4,5,3,6,3,4,0 [Linha: 4203]
3,10,4,12,4,7,3,11,2,4,0 [Linha: 4204]
2,9,1,6,1,11,3,3,4,13,0 [Linha: 4206]
2,1,2,6,2,12,2,5,3,8,0 [Linha: 4207]
3,10,3,3,3,5,4,8,2,4,0 [Linha: 4209]
1,7,1,12,4,1,3,13,2,5,0 [Linha: 4212]
1,3,1,10,2,9,3,6,1,11,0 [Linha: 4214]
1,9,3,7,2,13,2,11,2,1,0 [Linha: 4215]
2,7,3,6,1,4,3,1,1,12,0 [Linha: 4216]
3,7,4,10,1,5,4,4,4,8,0 [Linha: 4217]
2,1,4,8,2,3,2,9,4,6,0 [Linha: 4221]
1,3,1,7,2,12,3,8,3,11,0 [Linha: 4223]
4,11,3,9,2,10,1,8,3,5,0 [Linha: 4229]
2,13,3,5,2,1,1,12,1,7,0 [Linha: 4231]
2,5,1,8,3,9,3,4,4,3,0 [Linha: 4232]
4,2,4,10,4,6,2,3,2,5,0 [Linha: 4236]
3,5,1,3,2,8,3,4,4,2,0 [Linha: 4237]
1,3,4,11,2,7,4,10,2,9,0 [Linha: 4240]
1,4,3,8,4,12,3,5,1,11,0 [Linha: 4242]
2,2,3,7,4,10,3,13,1,9,0 [Linha: 4245]
3,6,2,12,3,4,4,9,2,10,0 [Linha: 4251]
4,9,4,12,4,5,4,1,2,4,0 [Linha: 4252]
4,6,3,7,3,9,2,8,4,11,0 [Linha: 4257]
2,6,1,11,1,10,1,7,3,5,0 [Linha: 4260]
4,5,4,2,2,7,3,4,2,3,0 [Linha: 4263]
1,2,4,11,1,6,1,9,1,12,0 [Linha: 4265]
3,2,1,3,1,6,4,11,2,12,0 [Linha: 4271]
4,2,1,12,4,6,4,9,1,3,0 [Linha: 4273]
1,11,4,4,3,10,4,9,3,1,0 [Linha: 4274]
3,4,3,2,1,13,1,6,2,5,0 [Linha: 4275]
1,3,1,4,3,5,4,1,2,8,0 [Linha: 4276]
2,11,3,6,1,12,1,2,1,5,0 [Linha: 4277]
1,4,4,1,1,10,1,12,4,13,0 [Linha: 4278]
3,8,1,11,4,10,2,12,1,4,0 [Linha: 4280]
1,10,1,12,3,9,3,11,1,5,0 [Linha: 4282]
1,5,3,8,1,4,3,10,3,6,0 [Linha: 4286]
2,12,3,4,4,2,2,11,2,10,0 [Linha: 4287]
4,1,4,2,1,10,1,4,2,7,0 [Linha: 4288]
4,6,1,10,3,8,1,4,2,1,0 [Linha: 4289]
1,3,3,9,1,8,1,4,1,1,0 [Linha: 4290]
3,3,4,1,2,11,4,12,4,6,0 [Linha: 4292]
1,5,3,7,1,6,4,11,1,3,0 [Linha: 4293]
1,1,2,13,3,7,4,3,2,9,0 [Linha: 4303]
4,12,1,6,1,4,1,10,1,7,0 [Linha: 4307]
4,5,3,1,4,7,2,8,4,4,0 [Linha: 4308]
3,4,2,2,4,9,3,6,3,5,0 [Linha: 4309]
3,3,4,13,2,12,1,7,2,8,0 [Linha: 4311]
4,13,2,6,2,3,1,2,2,12,0 [Linha: 4312]
3,9,2,4,1,6,1,2,1,13,0 [Linha: 4313]
3,13,3,4,3,7,2,2,4,1,0 [Linha: 4315]
4,11,4,12,1,13,4,10,1,4,0 [Linha: 4316]
3,4,3,9,1,10,1,11,4,13,0 [Linha: 4317]
4,10,1,3,1,12,4,7,1,5,0 [Linha: 4318]
1,1,1,5,2,13,4,4,1,3,0 [Linha: 4319]
1,3,4,1,3,13,3,12,3,2,0 [Linha: 4321]
1,13,2,7,2,11,3,12,2,5,0 [Linha: 4325]
4,5,2,12,3,4,3,3,2,11,0 [Linha: 4327]
1,1,2,9,3,3,4,13,2,7,0 [Linha: 4328]
2,5,3,12,3,8,1,4,3,7,0 [Linha: 4331]
2,11,2,12,2,9,2,6,1,10,0 [Linha: 4332]
2,9,2,7,2,12,3,13,1,2,0 [Linha: 4333]
4,7,4,9,4,4,3,5,4,10,0 [Linha: 4334]
2,1,3,13,3,12,3,3,3,6,0 [Linha: 4339]
4,8,4,9,4,2,3,13,3,11,0 [Linha: 4342]
2,11,3,2,4,12,1,3,1,8,0 [Linha: 4344]
3,11,1,4,4,5,3,9,4,13,0 [Linha: 4345]
4,7,3,8,4,4,1,9,4,5,0 [Linha: 4349]
2,8,3,3,2,2,2,12,1,6,0 [Linha: 4350]
3,10,4,12,3,8,2,13,2,11,0 [Linha: 4351]
2,8,3,4,1,3,4,6,2,10,0 [Linha: 4354]
4,1,4,13,1,10,2,11,4,5,0 [Linha: 4360]
1,4,2,9,4,7,4,1,1,13,0 [Linha: 4363]
4,2,4,5,3,13,1,7,2,8,0 [Linha: 4365]
2,3,4,2,3,11,2,10,2,5,0 [Linha: 4366]
2,5,4,13,2,7,4,9,2,8,0 [Linha: 4368]
1,4,1,9,2,13,3,12,1,1,0 [Linha: 4369]
4,12,4,2,3,1,3,9,2,13,0 [Linha: 4370]
4,4,2,13,4,1,3,6,2,11,0 [Linha: 4371]
4,5,1,3,4,2,3,7,3,8,0 [Linha: 4372]
1,6,1,4,1,2,3,11,3,1,0 [Linha: 4374]
1,3,3,13,4,8,1,6,1,4,0 [Linha: 4375]
3,1,1,9,1,10,3,4,1,6,0 [Linha: 4376]
4,10,2,7,1,5,3,12,2,9,0 [Linha: 4379]
2,4,2,9,4,10,4,5,3,2,0 [Linha: 4381]
3,13,2,6,1,3,3,2,2,8,0 [Linha: 4382]
4,13,2,6,1,11,2,7,3,3,0 [Linha: 4383]
3,9,4,1,1,4,1,8,4,12,0 [Linha: 4384]
1,12,3,10,3,1,4,5,3,3,0 [Linha: 4386]
2,4,4,11,3,10,3,6,4,3,0 [Linha: 4388]
1,13,2,4,3,10,1,7,4,9,0 [Linha: 4389]
3,1,2,5,2,7,3,11,2,3,0 [Linha: 4391]
4,1,2,2,4,12,2,11,4,13,0 [Linha: 4392]
2,4,2,10,2,5,1,1,1,7,0 [Linha: 4394]
1,7,2,13,2,6,2,4,2,1,0 [Linha: 4395]
3,3,1,6,1,4,4,13,2,10,0 [Linha: 4399]
3,8,4,9,2,13,3,5,4,12,0 [Linha: 4400]
3,10,3,8,4,7,2,11,2,12,0 [Linha: 4403]
1,10,2,5,1,12,1,8,3,2,0 [Linha: 4404]
1,5,1,11,1,8,2,1,4,6,0 [Linha: 4405]
2,8,2,11,3,7,3,4,4,9,0 [Linha: 4406]
2,11,1,6,2,8,2,2,2,9,0 [Linha: 4412]
2,6,2,9,1,11,1,4,4,2,0 [Linha: 4416]
1,3,1,9,2,4,4,8,2,10,0 [Linha: 4417]
1,2,3,7,2,9,4,13,1,3,0 [Linha: 4418]
3,4,4,5,4,1,4,2,2,8,0 [Linha: 4419]
1,6,3,10,2,11,1,7,2,2,0 [Linha: 4421]
3,11,1,1,2,5,1,8,1,9,0 [Linha: 4422]
4,3,1,10,3,8,2,6,3,9,0 [Linha: 4423]
4,2,3,8,3,4,1,10,2,9,0 [Linha: 4425]
2,10,1,8,4,7,2,1,2,11,0 [Linha: 4427]
3,1,2,2,2,4,4,10,2,7,0 [Linha: 4428]
2,12,3,2,1,6,2,13,1,10,0 [Linha: 4429]
4,4,1,2,2,1,2,11,2,12,0 [Linha: 4431]
2,5,3,12,1,7,4,11,2,6,0 [Linha: 4433]
1,10,2,5,3,11,2,8,1,1,0 [Linha: 4434]
1,3,2,6,4,7,3,13,1,2,0 [Linha: 4435]
4,1,3,9,3,4,2,12,1,13,0 [Linha: 4437]
4,10,2,11,4,4,1,8,2,13,0 [Linha: 4439]
3,11,4,9,2,10,2,8,4,13,0 [Linha: 4440]
2,6,2,11,4,4,2,1,2,9,0 [Linha: 4445]
2,6,3,3,1,4,3,5,2,8,0 [Linha: 4449]
3,11,3,4,3,7,4,12,3,2,0 [Linha: 4450]
1,12,4,8,2,3,4,13,2,5,0 [Linha: 4451]
1,2,2,9,2,7,1,4,2,10,0 [Linha: 4454]
4,3,4,8,1,9,4,11,2,4,0 [Linha: 4455]
1,5,4,6,3,10,1,4,4,7,0 [Linha: 4456]
2,2,4,1,1,8,1,5,2,12,0 [Linha: 4460]
3,7,4,12,3,10,2,2,3,3,0 [Linha: 4465]
3,12,1,6,1,3,2,10,3,13,0 [Linha: 4466]
3,13,2,7,4,10,4,9,3,1,0 [Linha: 4468]
2,2,2,5,4,1,1,11,3,13,0 [Linha: 4470]
4,9,4,13,1,2,2,1,3,8,0 [Linha: 4471]
1,7,2,1,3,2,3,9,1,11,0 [Linha: 4472]
4,3,4,5,1,9,4,4,4,12,0 [Linha: 4474]
3,9,4,7,2,4,4,11,3,13,0 [Linha: 4476]
2,10,3,5,1,13,4,2,2,4,0 [Linha: 4477]
1,6,1,1,1,9,4,2,1,8,0 [Linha: 4478]
2,5,1,1,3,2,2,3,1,8,0 [Linha: 4479]
1,6,3,1,1,10,3,8,1,11,0 [Linha: 4484]
1,13,3,12,3,6,1,10,2,8,0 [Linha: 4486]
4,13,2,9,3,2,2,11,1,5,0 [Linha: 4488]
1,10,1,8,1,3,2,1,4,7,0 [Linha: 4491]
2,2,2,3,3,5,4,1,4,8,0 [Linha: 4494]
3,4,2,7,2,1,1,13,4,2,0 [Linha: 4495]
4,3,1,5,2,12,3,7,3,4,0 [Linha: 4497]
2,5,3,4,4,9,3,7,1,8,0 [Linha: 4499]
4,1,1,11,1,9,2,10,3,13,0 [Linha: 4501]
2,2,4,3,4,5,3,1,4,12,0 [Linha: 4502]
1,4,1,10,4,3,1,9,2,2,0 [Linha: 4503]
3,7,2,10,1,9,4,12,3,4,0 [Linha: 4504]
3,10,3,9,3,7,4,2,1,13,0 [Linha: 4505]
1,11,4,12,2,1,1,7,1,9,0 [Linha: 4508]
4,12,1,1,3,3,3,10,1,5,0 [Linha: 4510]
4,13,2,4,3,7,3,5,4,11,0 [Linha: 4511]
1,5,3,4,2,6,4,7,4,9,0 [Linha: 4515]
2,11,3,2,2,1,2,10,1,12,0 [Linha: 4516]
1,3,4,8,3,6,4,12,4,13,0 [Linha: 4517]
4,11,1,7,3,12,1,2,3,10,0 [Linha: 4523]
2,7,4,6,4,12,3,11,1,9,0 [Linha: 4527]
1,6,3,4,2,10,1,13,4,3,0 [Linha: 4530]
4,8,4,9,1,11,2,7,4,2,0 [Linha: 4532]
1,9,1,13,1,12,4,6,3,10,0 [Linha: 4535]
4,9,2,2,4,4,4,10,3,8,0 [Linha: 4537]
4,4,2,1,1,5,3,7,1,6,0 [Linha: 4543]
3,13,2,1,4,3,3,4,2,12,0 [Linha: 4544]
4,5,1,12,2,7,2,2,1,11,0 [Linha: 4547]
3,10,3,11,4,13,3,12,1,2,0 [Linha: 4550]
3,6,2,12,3,2,2,7,2,3,0 [Linha: 4552]
2,6,4,9,4,8,4,2,2,1,0 [Linha: 4553]
3,8,2,1,3,9,4,12,2,3,0 [Linha: 4557]
2,4,2,10,2,7,2,9,1,1,0 [Linha: 4559]
4,13,4,10,1,3,3,8,3,11,0 [Linha: 4561]
3,7,4,2,2,8,4,13,2,1,0 [Linha: 4562]
4,3,4,1,1,13,2,6,3,11,0 [Linha: 4564]
4,13,4,10,3,2,3,8,2,3,0 [Linha: 4566]
4,11,2,12,2,1,3,3,4,7,0 [Linha: 4571]
4,2,4,7,2,5,2,1,3,13,0 [Linha: 4573]
4,5,4,6,2,8,3,1,2,10,0 [Linha: 4575]
3,7,4,10,4,5,3,12,1,4,0 [Linha: 4576]
4,12,1,11,3,7,2,3,1,10,0 [Linha: 4577]
3,4,4,1,4,13,4,2,4,11,0 [Linha: 4578]
1,13,2,3,3,6,2,1,3,11,0 [Linha: 4583]
3,11,4,9,2,1,4,8,1,6,0 [Linha: 4584]
4,4,1,12,4,1,4,8,3,6,0 [Linha: 4585]
3,10,1,1,1,6,4,9,1,12,0 [Linha: 4586]
1,13,3,9,2,11,4,6,1,5,0 [Linha: 4588]
3,2,1,5,3,13,3,7,3,12,0 [Linha: 4589]
1,3,2,9,1,2,4,13,2,10,0 [Linha: 4594]
1,13,4,2,3,8,2,1,2,5,0 [Linha: 4595]
3,1,2,2,3,8,4,4,2,9,0 [Linha: 4596]
4,6,4,9,4,3,3,10,1,1,0 [Linha: 4597]
3,7,2,12,2,13,3,9,2,6,0 [Linha: 4601]
4,11,2,10,4,2,2,9,2,1,0 [Linha: 4602]
3,4,2,8,4,11,1,12,4,13,0 [Linha: 4603]
2,5,1,6,1,3,1,13,4,10,0 [Linha: 4604]
3,1,2,2,3,12,2,5,4,8,0 [Linha: 4607]
1,2,1,1,2,9,3,8,1,10,0 [Linha: 4613]
3,3,2,5,1,9,1,6,2,8,0 [Linha: 4614]
2,8,4,5,4,10,4,3,1,4,0 [Linha: 4615]
1,6,2,13,1,10,1,1,4,12,0 [Linha: 4616]
1,13,4,1,1,2,1,7,3,6,0 [Linha: 4617]
1,3,3,13,3,6,2,4,4,12,0 [Linha: 4618]
1,12,1,3,1,10,4,1,2,9,0 [Linha: 4621]
2,4,4,8,2,6,4,12,4,2,0 [Linha: 4622]
4,2,4,9,4,6,1,5,1,12,0 [Linha: 4623]
4,5,3,1,3,6,2,12,1,9,0 [Linha: 4624]
1,2,3,9,2,5,1,6,4,7,0 [Linha: 4625]
3,13,1,6,3,1,2,9,4,5,0 [Linha: 4629]
2,2,1,10,1,5,4,11,3,12,0 [Linha: 4630]
1,11,1,13,4,2,1,1,4,4,0 [Linha: 4631]
2,1,1,10,3,4,2,8,2,7,0 [Linha: 4632]
1,10,2,1,1,2,4,11,1,13,0 [Linha: 4633]
4,9,4,11,3,5,2,3,4,6,0 [Linha: 4637]
1,8,2,9,1,7,1,2,3,13,0 [Linha: 4638]
2,10,3,8,3,11,1,13,4,5,0 [Linha: 4639]
2,11,3,9,2,3,4,2,1,7,0 [Linha: 4640]
1,13,3,8,3,3,2,12,2,1,0 [Linha: 4641]
3,8,1,7,2,4,1,12,3,3,0 [Linha: 4643]
2,10,2,4,2,11,4,12,3,7,0 [Linha: 4645]
4,9,2,1,1,5,4,4,4,12,0 [Linha: 4646]
4,9,2,8,4,2,3,7,4,12,0 [Linha: 4653]
3,9,1,1,3,2,1,13,1,4,0 [Linha: 4654]
3,5,3,11,4,12,3,7,1,10,0 [Linha: 4659]
3,5,3,10,1,12,3,4,2,6,0 [Linha: 4660]
1,8,4,11,3,4,3,7,4,2,0 [Linha: 4662]
3,12,2,5,2,11,2,2,3,6,0 [Linha: 4665]
1,13,2,6,1,8,1,3,1,2,0 [Linha: 4669]
4,4,1,9,1,3,3,12,1,1,0 [Linha: 4673]
1,4,4,5,2,12,2,9,3,6,0 [Linha: 4674]
3,5,2,2,1,10,1,7,4,9,0 [Linha: 4676]
4,7,1,1,1,11,3,8,3,9,0 [Linha: 4679]
1,12,4,8,3,2,1,3,1,11,0 [Linha: 4680]
1,5,4,8,4,9,2,4,4,13,0 [Linha: 4682]
1,5,4,12,4,8,2,13,2,6,0 [Linha: 4686]
1,3,2,1,1,13,4,10,2,4,0 [Linha: 4689]
1,7,2,8,3,13,2,3,3,5,0 [Linha: 4690]
4,6,1,5,4,2,2,9,4,8,0 [Linha: 4691]
2,1,1,2,3,3,3,4,2,12,0 [Linha: 4693]
1,13,3,12,3,7,1,11,1,9,0 [Linha: 4694]
1,13,1,10,4,3,1,12,1,2,0 [Linha: 4699]
3,5,2,9,2,11,3,3,1,4,0 [Linha: 4701]
1,6,4,13,1,11,1,4,1,7,0 [Linha: 4702]
1,8,1,4,2,12,4,11,1,7,0 [Linha: 4706]
2,7,3,6,3,12,4,4,2,10,0 [Linha: 4707]
4,5,3,3,4,13,3,8,4,2,0 [Linha: 4709]
2,10,3,7,2,8,3,5,1,12,0 [Linha: 4710]
3,3,1,1,1,12,3,7,4,11,0 [Linha: 4714]
1,3,3,4,1,2,3,7,3,13,0 [Linha: 4715]
2,6,2,8,1,5,2,7,3,2,0 [Linha: 4716]
1,3,3,6,2,11,2,13,4,5,0 [Linha: 4717]
3,6,3,2,2,12,3,11,2,8,0 [Linha: 4718]
3,8,1,6,2,7,1,11,3,5,0 [Linha: 4719]
1,3,1,7,3,12,4,2,1,8,0 [Linha: 4722]
1,7,2,1,4,3,2,2,2,10,0 [Linha: 4723]
1,8,3,4,1,11,2,1,1,10,0 [Linha: 4726]
2,8,2,2,2,3,3,13,2,5,0 [Linha: 4728]
3,2,2,13,2,1,4,9,4,6,0 [Linha: 4729]
1,11,1,6,2,12,3,1,4,9,0 [Linha: 4730]
4,6,3,3,4,8,2,9,2,2,0 [Linha: 4731]
1,9,3,13,3,4,1,3,2,6,0 [Linha: 4732]
1,11,2,8,3,7,2,10,3,4,0 [Linha: 4733]
2,5,4,11,3,3,2,13,3,2,0 [Linha: 4734]
3,13,4,8,4,9,2,10,1,12,0 [Linha: 4736]
4,8,4,11,1,4,3,1,4,12,0 [Linha: 4738]
4,12,4,4,4,5,3,7,4,13,0 [Linha: 4740]
1,3,3,8,2,4,4,9,4,1,0 [Linha: 4742]
1,13,3,6,4,9,4,4,4,3,0 [Linha: 4743]
1,1,2,12,3,10,3,13,1,3,0 [Linha: 4744]
1,8,2,1,1,7,1,13,2,5,0 [Linha: 4745]
2,2,3,1,3,9,4,3,1,10,0 [Linha: 4747]
4,6,4,2,1,8,2,12,4,3,0 [Linha: 4748]
1,2,1,10,1,11,1,5,3,4,0 [Linha: 4749]
1,12,1,6,1,8,1,7,2,1,0 [Linha: 4750]
1,1,2,3,2,4,3,7,2,13,0 [Linha: 4754]
3,1,2,12,2,3,4,13,3,8,0 [Linha: 4755]
3,6,2,3,4,11,4,2,1,5,0 [Linha: 4757]
2,9,3,7,1,4,2,6,2,8,0 [Linha: 4758]
1,13,2,12,1,9,3,1,4,2,0 [Linha: 4761]
1,10,2,4,1,2,2,9,3,12,0 [Linha: 4762]
4,13,1,8,2,1,1,11,1,12,0 [Linha: 4763]
4,13,4,8,2,2,4,9,4,5,0 [Linha: 4764]
3,3,4,8,4,13,3,12,3,7,0 [Linha: 4765]
1,10,4,6,3,4,3,9,3,8,0 [Linha: 4768]
1,8,2,1,4,2,4,10,1,11,0 [Linha: 4770]
2,3,4,8,4,1,1,9,3,6,0 [Linha: 4772]
3,10,4,6,1,9,1,7,3,1,0 [Linha: 4777]
4,9,1,10,1,2,2,4,4,5,0 [Linha: 4779]
3,2,3,5,1,13,2,8,1,4,0 [Linha: 4780]
4,6,1,10,1,4,2,12,4,11,0 [Linha: 4782]
1,5,3,4,2,11,1,7,3,13,0 [Linha: 4783]
3,2,3,8,2,5,4,6,4,4,0 [Linha: 4785]
4,11,1,3,2,8,3,7,1,13,0 [Linha: 4787]
1,8,2,10,1,11,1,13,1,5,0 [Linha: 4788]
2,13,3,12,3,8,3,10,4,5,0 [Linha: 4790]
3,7,3,11,1,6,3,8,2,1,0 [Linha: 4793]
2,6,2,1,4,7,2,8,3,13,0 [Linha: 4799]
3,1,3,13,4,3,4,2,1,10,0 [Linha: 4800]
1,5,3,12,1,9,2,1,1,6,0 [Linha: 4801]
3,12,1,1,4,6,1,9,4,5,0 [Linha: 4802]
1,9,1,3,2,2,1,13,4,5,0 [Linha: 4803]
1,4,2,5,3,8,1,12,2,6,0 [Linha: 4806]
1,12,3,1,4,13,1,8,3,7,0 [Linha: 4807]
1,4,4,12,1,7,4,8,4,3,0 [Linha: 4808]
3,13,2,7,3,3,2,10,1,4,0 [Linha: 4809]
4,12,2,2,3,9,3,13,4,10,0 [Linha: 4811]
3,5,2,7,4,1,4,13,3,10,0 [Linha: 4812]
4,11,3,2,4,6,2,8,1,12,0 [Linha: 4813]
1,3,1,12,4,9,1,10,4,4,0 [Linha: 4814]
4,12,3,6,2,3,4,13,1,7,0 [Linha: 4816]
2,2,4,5,1,3,4,6,1,13,0 [Linha: 4817]
2,13,4,3,4,8,1,7,4,5,0 [Linha: 4818]
3,7,3,4,3,9,4,2,3,6,0 [Linha: 4819]
1,6,4,7,3,8,4,12,3,4,0 [Linha: 4824]
2,11,4,8,2,2,2,13,4,5,0 [Linha: 4825]
3,1,1,6,1,13,4,10,3,11,0 [Linha: 4827]
4,3,1,8,2,1,4,7,4,6,0 [Linha: 4828]
2,8,2,12,1,11,2,2,4,3,0 [Linha: 4829]
4,11,2,10,3,7,1,6,4,8,0 [Linha: 4830]
4,12,1,9,2,1,3,13,1,3,0 [Linha: 4831]
2,6,1,12,4,7,3,4,4,11,0 [Linha: 4832]
2,9,4,12,1,3,1,4,2,2,0 [Linha: 4836]
4,9,3,4,3,3,3,2,1,10,0 [Linha: 4839]
3,2,1,5,1,4,3,12,4,10,0 [Linha: 4840]
3,11,1,6,4,1,4,13,1,5,0 [Linha: 4843]
4,2,3,4,1,5,1,7,1,1,0 [Linha: 4844]
4,7,4,4,2,5,1,13,2,11,0 [Linha: 4849]
4,3,2,1,4,4,1,6,3,5,0 [Linha: 4850]
2,6,4,4,2,9,4,7,4,1,0 [Linha: 4851]
4,1,2,2,4,10,1,7,2,6,0 [Linha: 4852]
3,10,1,6,1,1,4,7,4,13,0 [Linha: 4853]
1,6,3,10,1,8,4,13,3,12,0 [Linha: 4854]
1,4,1,11,3,2,3,8,4,12,0 [Linha: 4855]
2,12,4,13,2,10,1,5,1,2,0 [Linha: 4859]
3,2,3,7,1,8,2,3,3,11,0 [Linha: 4862]
2,9,1,3,4,5,2,2,2,12,0 [Linha: 4864]
1,4,4,8,2,12,3,9,4,2,0 [Linha: 4866]
3,7,4,5,4,3,4,11,4,6,0 [Linha: 4869]
2,3,3,1,3,4,2,8,2,10,0 [Linha: 4870]
3,7,1,11,3,8,1,5,4,13,0 [Linha: 4871]
1,2,2,10,3,13,4,1,4,11,0 [Linha: 4874]
1,8,4,5,1,2,4,12,1,9,0 [Linha: 4875]
3,7,2,10,4,12,1,9,3,4,0 [Linha: 4878]
3,12,1,4,4,3,4,8,1,1,0 [Linha: 4879]
4,1,3,11,4,10,3,9,3,13,0 [Linha: 4881]
3,6,4,9,3,3,2,4,4,5,0 [Linha: 4884]
4,7,3,11,2,9,4,1,4,8,0 [Linha: 4887]
2,5,1,11,3,2,2,3,1,8,0 [Linha: 4888]
3,9,4,5,2,11,2,7,2,12,0 [Linha: 4889]
1,1,2,8,4,2,3,10,1,9,0 [Linha: 4891]
1,5,2,11,1,13,3,7,4,8,0 [Linha: 4893]
4,5,1,2,2,8,4,11,3,13,0 [Linha: 4899]
1,9,1,10,4,6,1,2,2,1,0 [Linha: 4900]
1,3,4,1,4,11,3,10,2,6,0 [Linha: 4902]
2,6,1,5,1,7,2,3,4,8,0 [Linha: 4903]
4,5,3,11,3,13,4,10,2,2,0 [Linha: 4905]
4,13,1,3,4,9,3,4,3,8,0 [Linha: 4906]
2,10,4,6,4,2,4,9,3,11,0 [Linha: 4907]
2,4,4,9,1,5,3,11,4,8,0 [Linha: 4912]
1,2,4,13,2,6,4,5,1,10,0 [Linha: 4913]
3,7,1,6,3,2,2,12,4,4,0 [Linha: 4915]
1,13,1,4,1,7,4,11,1,8,0 [Linha: 4917]
2,7,2,4,4,13,1,1,2,9,0 [Linha: 4919]
1,10,2,5,4,11,2,4,4,13,0 [Linha: 4920]
2,10,2,8,2,12,4,7,1,3,0 [Linha: 4922]
2,4,2,6,1,1,1,11,3,7,0 [Linha: 4925]
2,10,1,7,3,4,4,6,4,11,0 [Linha: 4926]
2,5,2,10,3,6,4,8,4,13,0 [Linha: 4929]
2,13,2,6,2,4,4,8,4,5,0 [Linha: 4931]
3,10,1,7,2,5,2,11,3,1,0 [Linha: 4932]
3,10,4,12,2,11,2,5,1,13,0 [Linha: 4936]
1,13,2,6,4,9,4,3,2,10,0 [Linha: 4939]
1,10,3,2,1,13,4,8,1,12,0 [Linha: 4942]
1,8,3,3,3,5,3,13,1,2,0 [Linha: 4943]
1,4,1,9,3,12,1,7,3,10,0 [Linha: 4944]
3,7,2,10,2,3,3,8,4,13,0 [Linha: 4947]
4,10,3,13,4,5,1,1,2,9,0 [Linha: 4948]
1,1,4,4,2,13,4,2,2,5,0 [Linha: 4949]
4,13,3,3,3,8,1,1,1,11,0 [Linha: 4950]
2,6,4,3,3,7,1,2,1,9,0 [Linha: 4953]
3,7,1,8,4,12,4,10,2,4,0 [Linha: 4957]
2,11,1,3,3,1,2,9,2,13,0 [Linha: 4966]
3,7,4,2,4,13,1,9,2,3,0 [Linha: 4967]
4,10,3,8,3,12,3,6,1,13,0 [Linha: 4969]
1,7,1,12,4,1,1,9,2,11,0 [Linha: 4970]
1,10,2,11,4,3,3,1,2,13,0 [Linha: 4975]
4,3,1,5,3,11,2,9,4,4,0 [Linha: 4976]
2,1,4,9,1,12,2,8,2,5,0 [Linha: 4978]
1,13,3,10,1,9,2,8,4,3,0 [Linha: 4979]
1,4,1,2,2,12,3,6,3,7,0 [Linha: 4980]
4,10,3,7,2,4,1,1,4,11,0 [Linha: 4982]
1,1,2,13,2,5,4,4,2,7,0 [Linha: 4984]
1,9,3,12,4,11,4,13,4,2,0 [Linha: 4985]
